Name,Type,District,Lat_WGS84,Lon_WGS84,Easting_HK1980,Northing_HK1980
CYPRESS (TIN HAU) CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.28497447,114.19118714,837742.2999999998,816231.5
TANG TAT HOME FOR ELDER (SHAU KEI WAN),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27698354,114.22931926,841672.0,815347.5999999996
MFBM ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.41971,113.98432,816443.4000000004,831164.5999999996
WAN TSUI ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26256816,114.23646429,842409.5999999996,813751.0999999996
WUI FUNG CARE HOME (WAN TSUI) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26285669,114.23767717,842534.2999999998,813783.1999999993
YAN ON HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.38878672,113.97876512,815866.5,827740.1999999993
KAM VICTORY HOME FOR THE ELDERLY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29071671,114.20148366,838803.5999999996,816867.1999999993
SUN LIGHT GEROCOMY CENTRE (C.W.),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26603675,114.23419543,842175.4000000004,814135.1999999993
HONG FUK ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28264802,114.22175271,840892.7000000002,815974.0999999996
WEALTHY JADE CARE HOME (FINNIE STREET) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28825878,114.21039133,839721.9000000004,816595.0
HONG FOOK ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28004465,114.23016459,841759.5,815686.5
SUN LIGHT (T.Y.) ELDERLY NURSING CTR,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27771597,114.22630188,841361.7999999998,815428.3000000007
FUNG YUEN NURSERY HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27726413,114.22728173,841462.7999999998,815378.5
FAI-TO HOME FOR THE AGED (ON LAI) BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.4010849,113.97768913,815757.0999999996,829102.4000000004
SCENIC RESORT (NURSING HOME),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28215932,114.22536221,841264.7999999998,815919.9000000004
HEALTH RICH LIFE HOME FOR AGED (NORTH POINT BRANCH),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29114082,114.2035798,839019.0,816914.9000000004
"HAPPY HOME CARING CENTER FOR THE ELDERLY CO., LIMITED",Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29020266,114.1964181,838281.2000000002,816810.6999999993
HONG YUE HOME FOR AGED COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29100573,114.201212,838775.7999999998,816899.3000000007
CORNWALL (ORIENTAL) ELDERLY'S HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40047,113.97834,815824.9000000004,829034.8000000007
SUN LIGHT (GOLD BASE) GEROCOMY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27837394,114.2302901,841773.0,815501.5
HONG-KIN FOR GOLDEN AGED CITIZEN,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29097026,114.1963988,838279.0999999996,816895.9000000004
KINDNESS OLD AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28143786,114.22192698,840910.2999999998,815840.0999999996
KAM WAH (NORTH POINT) HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29205344,114.20018354,838669.5999999996,817015.5999999996
NAM WAH OLD AGE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27925,114.22616,841347.2999999998,815598.8000000007
MERCY NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.3279424,114.16626509,835174.5,820989.6999999993
BEDFORD NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28903799,114.19395316,838027.7000000002,816681.0999999996
HONG YEE HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29006518,114.20906232,839584.7999999998,816795.4000000004
"SWEET HOME CARING CENTER FOR THE ELDERLY CO., LIMITED",Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29020266,114.1964181,838281.2000000002,816810.6999999993
MARBLE ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.291602,114.19949448,838598.5,816965.6999999993
GO GO ELDERLY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26627159,114.23405969,842161.0,814161.8000000007
HONG KONG HOUSING SOCIETY - THE TANNER HILL JOYOUS HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29019299,114.20114393,838768.5999999996,816809.5999999996
THE KING'S ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29039238,114.19578737,838216.2000000002,816831.6999999993
PINE CARE HONG FAI ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28112143,114.22320772,841042.2000000002,815805.8000000007
SAI WAN HO ASIA HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28028128,114.22424569,841149.4000000004,815712.8000000007
CITY NURSING CENTRE SECOND BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29000409,114.1954962,838186.4000000004,816788.5
CHI OI HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33607838,114.15963451,834491.5,821890.0
VENTRIA GARDEN,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27182384,114.18543425,837150.2213000003,814775.7317999993
Hong Nga Residential Care Home Group Limited,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27673145,114.18066585,836658.7550999997,815319.1513
JUBILANT ELDERLY CARE (CHEERFUL),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26305231,114.25104998,843913.3369000005,813806.2769000009
HING TIN ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.31295388,114.23819586,842586.2077000001,819331.4981999993
AGAPE NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29050072,114.19601058,838239.9000000004,816843.9000000004
AGAPE NURSING HOME - MARVEL,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29168333,114.19914515,838562.5,816974.5999999996
FUK ON HOME OF AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32956714,114.15785899,834308.0999999996,821169.1999999993
LOC LING ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33448012,114.16115871,834648.0999999996,821714.0
HING NAM CARE HOME (SHAM SHUI PO) LIMITED [RCHE] / HING NAM CARE HOME (SHAM SHUI PO) LIMITED [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32700296,114.16290671,834828.2999999998,820885.5999999996
PROSPEROUS NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32889055,114.16544966,835090.0,821094.9000000004
SHUN YAN ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32649721,114.16245056,834781.9000000004,820829.1999999993
FA YUEN NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33954538,114.15364464,833874.5,822274.4000000004
CHEUNG KAI ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27701192,114.17728777,836310.6083000004,815350.2039000001
THE PEACEFUL HOME FOR ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33217732,114.1610619,834638.7999999998,821458.1999999993
SING YAN NURSING HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33431765,114.1619547,834730.5,821695.0999999996
EVER HAPPY AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33058828,114.16519715,835064.2999999998,821282.0999999996
YAN OI ELDER CENTRE [RCHE] / GY CARE (SHAM SHUI PO) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33333319,114.16062495,834593.5,821586.5999999996
HARMONY HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32693066,114.16226609,834762.4000000004,820877.9000000004
PO LEUNG KUK WAN CHAI HOME FOR THE ELDERLY CUM DAY CARE CENTRE FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27533937,114.1730999,835878.0,815163.9000000004
PHOENIX OLYMPIC ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32182827,114.16106306,834638.7000000002,820312.0999999996
YING HUNG HOME ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24428175,114.15689071,834207.9000000004,811725.8000000007
SUCCESS HEALTH HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.2915656,114.20142558,838797.4000000004,816961.3000000007
CHEONG LOK HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.36841769,114.12267671,830685.2999999998,825472.0999999996
SIU KING CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31751177,114.19127782,837751.2000000002,819834.8000000007
THE CHRISTIAN GOD'S LOVE CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.47765,114.05674,823904.5999999996,837572.9000000004
SENIOR CARE (TAI WAH) ELDERLY CARE HOME [RCHE] / SENIOR CARE (TAI WAH) ELDERLY CARE HOME CUM ELDERLY DAY CARE CENTRE [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32393286,114.16688659,835238.2999999998,820545.6999999993
HEALTH RICH LIFE HOME FOR AGED (YAU MA TEI),Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31017947,114.17143937,835707.0,819021.9000000004
PEACE OASIS,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33962677,114.15450859,833963.0999999996,822283.1999999993
DELIGHTFUL RCHE LIMITED [RCHE] / YAN SIN ELDERLY SERVICE [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32018466,114.16064588,834595.4000000004,820130.5
YUEN YUEN NURSING HOME CUM DAY CARE CENTRE FOR THE ELDERLY (LEI MUK SHUE ESTATE),Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37881597,114.13691738,832152.2000000002,826623.3000000007
TSUEN WAN ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37822,114.10724,829096.5999999996,826559.0999999996
TAK CHEONG NURSING CENTRE (KWAI HING BRANCH) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36784302,114.13357079,831807.9000000004,825408.5999999996
ELDER MAY MOON HAPPINESS HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31280712,114.18738542,837350.4000000004,819313.1999999993
HONG KONG SHENG KUNG HUI LAM WOO HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36901003,114.1422118,832697.7999999998,825538.0
CHUNG PAK ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30728937,114.16545141,835090.9000000004,818701.9000000004
JUBILANT,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29095163,114.20069767,838722.2000000002,816893.8000000007
HONG KONG LUTHERAN SOCIAL SERVICE MR. & MRS. LAWRENCE WONG LUTHERAN HOME FOR THE ELDERLY [RCHE] / LUTHERAN COMMUNITY CARE SERVICE VOUCHER CENTRE FOR THE ELDERLY [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26146988,114.25009509,843814.5,813631.0
CHINESE YMCA OF HONG KONG TIN PING CARE AND ATTENTION HOME FOR THE ELDERLY [RCHE] / CYMCA COMMUNITY SUPPORT SERVICES FOR THE ELDERLY - TIN PING CARE AND ATTENTION HOME FOR THE ELDERLY [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50294772,114.13334423,831788.5999999996,840369.0999999996
HING NAM CARE HOME (TSUEN WAN WEALTHY) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.36922113,114.1218511,830600.9000000004,825561.8000000007
CYPRESS CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32788807,114.18941523,837559.5,820983.0999999996
SEA VIEW ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24766813,114.15588133,834103.9000000004,812100.0999999996
THE SALVATION ARMY TAK TIN RESIDENCE FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.31080916,114.23809585,842575.4000000004,819093.0
FUNG KAI CARE AND ATTENTION HOME FOR THE ELDERLY - C & A SECTION,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50773298,114.13034926,831480.0,840899.5999999996
LAI YAN ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28657089,114.14758858,833249.0999999996,816408.9000000004
CHUNG TSING HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31706041,114.18922014,837540.0,819784.9000000004
HEUNG HOI CHING KOK LIN ASSOCIATION BUDDHIST LI KA SHING CARE AND ATTENTION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27214182,114.19242778,837870.2000000002,814810.8000000007
YU YEE HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40012012,113.97889474,815881.5,828996.0
HONG KONG SHENG KUNG HUI MEI MAO KEEN YING HOME FOR SENIOR CITIZENS [RCHE] / H.K.S.K.H. CYRIL AND AMY CHEUNG AGED CARE COMPLEX [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.38095957,114.1992953,838576.5,826859.9000000004
LE GRAND SILVERJOY,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.30560081,114.18559916,837166.0999999996,818515.9000000004
ON SUM ELDERLY CARE CENTRE (TSUEN WAN),Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.36905729,114.11816159,830220.7999999998,825543.1999999993
YI WO YUEN AGED SANATORIUM CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32700344,114.18299916,836898.0999999996,820885.5999999996
TAI CHUNG ELDERLY CARE CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31553423,114.18923942,837541.0,819615.5
CITY NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29061806,114.19648609,838288.4000000004,816856.0999999996
KEI TAK INSTITUTION OF OLD AGE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.43863,114.09332,827666.7999999998,833249.4000000004
POK OI HOSPITAL TAI KWAN CARE & ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.45678983,113.99754579,817809.4000000004,835269.0
YIN KING HOME OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36747241,114.13226986,831673.0,825367.6999999993
SIU SIN NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32843007,114.16666302,835215.7000000002,821044.0
SHUN TAI GERICARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35990317,114.12665089,831094.9000000004,824529.5999999996
SHONG YEN AGED HOME BRANCH HOME,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27723567,114.18454946,837058.0,815374.3000000007
"THE METHODIST CHURCH, HONG KONG YANG MEMORIAL METHODIST SOCIAL SERVICE SHAM SHUI PO NURSING HOME CUM DAY CARE SERVICE [RCHE] / YANG MEMORIAL METHODIST SOCIAL SERVICE WEST KOWLOON COMMUNITY CARE SERVICE [CCSV RSP]",Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33316213,114.16712861,835263.0999999996,821567.6999999993
CHI WO ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40794138,113.97962178,815957.7999999998,829861.8000000007
FRIENDLY (TUEN MUN) HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.39591657,113.97534638,815515.2999999998,828530.1999999993
MAY MOON HAPPINESS HOME FOR THE AGED (NO. 1),Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31450489,114.18721085,837332.9000000004,819501.4000000004
PING CHE ELDERLY CARE HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.52467085,114.16079712,834613.2999999998,842774.9000000004
KAI KAI HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.45398121,114.16508972,835054.0,834946.8000000007
SILVER VIEW CENTRE FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.26556792,113.99686867,817714.0999999996,814093.0999999996
THE CHINESE RHENISH CHURCH HONG KONG SYNOD WONG SIU CHING RHENISH HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.37782671,114.19323575,837952.4000000004,826513.1999999993
KING FUK CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33806476,114.15664443,834183.5,822110.4000000004
OI TAK (FUNG KAM) OLD PEOPLE'S HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44262957,114.03308018,821466.0,833695.9000000004
CHEONG NIN NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36784302,114.13357079,831807.9000000004,825408.5999999996
HAPPY RAIN ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.2410667,114.15583381,834098.5999999996,811369.1999999993
FUNG SHING NURSING HOME (TUNG CHUNG),Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.27868646,113.93849739,811700.2000000002,815554.3000000007
GRANYET ELDERLY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.39553718,113.97525952,815506.0,828488.1999999993
FU TAI ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.41308341,113.98267393,816272.5999999996,830430.5999999996
"TUNG WAH GROUP OF HOSPITALS WOMEN'S WELFARE CLUB WESTERN DISTRICT, HONG KONG RESIDENTIAL CARE HOME FOR THE ELDERLY",Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.2806959,114.22689483,841422.5,815758.3000000007
TING FU NURSING HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.31734506,114.21628972,840328.0,819816.4000000004
TUNG WAH GROUP OF HOSPITALS WONG CHO TONG CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32010411,114.18188266,836783.7000000002,820121.5
KEI TAK (NAM DAI) HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.41586482,113.98269921,816275.0999999996,830738.4000000004
HEALTH GEROCOMY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37231472,114.11141203,829525.7999999998,825904.4000000004
KIND HEART ELDERLY CARE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.37095973,114.13824983,832289.0,825754.0
BUDDHIST POH YEA HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.38234,114.18643,837252.0999999996,827013.6999999993
YUEN LONG HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44240351,114.03275012,821432.0,833671.5999999996
SHUNG MING HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.42467,113.98716,816736.5,831713.4000000004
HONG WAI HOME CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32939636,114.18678486,837288.5,821150.3000000007
TTANG TAT HOME FOR ELDER (KWAI CHUNG) [RCHE] / TANG TAT DAY CARE CENTRE FOR THE ELDERLY [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36819554,114.13484261,831938.7000000002,825447.4000000004
PROSPEROUS GARDEN,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.32088601,114.26110363,844945.5999999996,820210.3000000007
HONG SHUN ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36709482,114.13892083,832358.9000000004,825325.4000000004
BESTSON ELDERLY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36754469,114.13238635,831685.2999999998,825375.4000000004
KA SHING HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37670936,114.10386536,828748.4000000004,826390.9000000004
BEAUTIFUL LIFE (TAI PO) AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.45416182,114.16520629,835066.4000000004,834966.8000000007
ON ON SANATORIUM COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44576996,114.03063855,821214.0999999996,834045.0
TUEN MUN CORNWALL ELDERLY'S HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.37934,113.98109,816105.0999999996,826694.5999999996
THE NEIGHBOURHOOD ADVICE-ACTION COUNCIL SHANGHAI FRATERNITY ASSOCIATION CARE & ATTENTION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31474897,114.18187276,836782.7000000002,819528.0
TUNG WAH GROUP OF HOSPITALS LEE SEE PING HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26226234,114.23304905,842057.0999999996,813717.6999999993
KATO HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40388503,113.97824843,815815.0999999996,829412.4000000004
FUK KIN HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33175312,114.16373132,834913.9000000004,821411.5999999996
CARITAS YING SHUI HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44556967,114.01931142,820048.9000000004,834022.9000000004
SHUI OI CONVALESCENT HOME 1ST BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.3198423,114.1767773,836257.2000000002,820092.6999999993
KEI TAK (HO WANG) HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44200906,114.02602812,820739.2000000002,833628.0
KAI KING HOME OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.37976604,114.20833526,839507.5,826728.3000000007
HEI YUET HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32156638,114.16104368,834636.5999999996,820283.3000000007
SHEK WAI KOK SHEK HO ELDERLY CARE CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37438,114.12332,830752.5,826133.1999999993
GRACIOUS ALLIANCE,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24881503,114.15591996,834107.0,812227.4000000004
PERFECT ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27859044,114.17586521,836163.5,815524.9000000004
TSUEN TAK ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37634942,114.10674939,829045.0,826350.9000000004
HONG KONG CHRISTIAN SERVICE CHEUNG FAT HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.3631002,114.10353264,828713.7000000002,824884.9000000004
WAH FUNG NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36563105,114.13556185,832012.7999999998,825163.9000000004
WAN LUEN HOME FOR ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.3294415,114.16663383,835212.5999999996,821155.8000000007
GRACE NURSING CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.33218705,114.18143658,836737.2999999998,821459.1999999993
EVERGREEN (PRATAS STREET) NURSING HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33689125,114.16078957,834610.0,821980.8000000007
HOME OF BLESSING,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31768353,114.16458675,835001.2999999998,819853.5999999996
HANG KING HOME OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.44821069,114.1642353,834966.5,834307.9000000004
HONG SHING HOME FOR AGED COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28144357,114.12103159,830512.7999999998,815841.5999999996
PO TANG HOME FOR THE AGED OF CHAM SHAN MONASTERY,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.29794628,114.29351251,848286.7000000002,817672.3000000007
SUN MAN FOOK AGED HOME (SHAM SHUI PO),Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33564497,114.16021699,834551.2999999998,821842.4000000004
HONG NGA RESIDENTIAL CARE HOME (6),Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27744353,114.17987259,836576.7000000002,815397.5999999996
KONG ON NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28773515,114.14395912,832875.0999999996,816537.4000000004
EVANGEL HOME FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44243392,114.02648425,820786.5999999996,833675.5
TUNG WAH GROUP OF HOSPITALS PAO SIU LOONG CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.45777991,114.21064573,839743.4000000004,835368.0
TELFORD NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32843007,114.16666302,835215.7000000002,821044.0
WING ON HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32149,114.16433,834975.5999999996,820275.5
