Name_EN,Address_EN,Latitude,Longitude,Facility_Type
West Kowloon Government Offices Dental Clinic,"2/F, South Tower, West Kowloon Government Offices, 11 Hoi Ting Road, Yau Ma Tei, Kowloon",22.31241862,114.16365548,ClinicsHealthCentresundertheDepartmentofHealth
Yuen Long Jockey Club Dental Clinic,"269 Castle Peak Road – Yuen Long, Yuen Long, N.T.",22.44560077,114.02316812,ClinicsHealthCentresundertheDepartmentofHealth
Yuen Long Methadone Clinic,"269 Castle Peak Road - Yuen Long, Yuen Long",22.44560077,114.02316812,ClinicsHealthCentresundertheDepartmentofHealth
Yau Ma Tei Dermatological Clinic,"9/F, Yau Ma Tei Jockey Club Polyclinic, 145 Battery Street, Yau Ma Tei, Kowloon.",22.30961949,114.1692654,ClinicsHealthCentresundertheDepartmentofHealth
Tang Shiu Kin Dental Clinic,"G/F, 140 Tsat Tsz Mui Road, North Point, Hong Kong",22.29137074,114.20486106,ClinicsHealthCentresundertheDepartmentofHealth
Western Dental Clinic,"G/F, 50 Pokfulam Road, Sai Ying Pun, Hong Kong",22.28527785,114.13948633,ClinicsHealthCentresundertheDepartmentofHealth
Pamela Youde Government Dental Clinic,"1/F, 31-33 Chap Wai Kon Street, Yuen Chau Kok, Sha Tin, New Territories",22.38193446,114.20204347,ClinicsHealthCentresundertheDepartmentofHealth
MacLehose Dental Centre 2/F,"2/F , MacLehose Dental Centre, 286 Queen's Road East, Wanchai, Hong Kong",22.27523104,114.17849473,ClinicsHealthCentresundertheDepartmentofHealth
MacLehose Dental Centre 6/F,"6/F , MacLehose Dental Centre, 286 Queen's Road East, Wanchai, Hong Kong",22.27521298,114.17851413,ClinicsHealthCentresundertheDepartmentofHealth
Queensway Government Offices Dental Clinic,"4/F, Lower Block, Queensway Government Offices, 66 Queensway, Hong Kong",22.27802102,114.16416327,ClinicsHealthCentresundertheDepartmentofHealth
Victoria Road Dental Clinic,"2/F Kennedy Town Jockey Club Clinic, 45 Victoria Road, Hong Kong",22.28182383,114.12395215,ClinicsHealthCentresundertheDepartmentofHealth
Sai Ying Pun Dental Clinic 8/F,"8/F, Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Sai Ying Pun, Hong Kong",22.28633036,114.14512915,ClinicsHealthCentresundertheDepartmentofHealth
Sai Ying Pun Dental Clinic 3/F,"3/F, Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Sai Ying Pun, Hong Kong",22.28633034,114.14512411,ClinicsHealthCentresundertheDepartmentofHealth
Tseung Kwan O Dental Clinic,"2/F, Tseung Kwan O Po Ning Road Health Centre, 28 Po Ning Road, Tseung Kwan O, N.T.",22.31781544,114.26790863,ClinicsHealthCentresundertheDepartmentofHealth
Hong Kong Police College Dental Clinic,"Hong Kong Police College, 18 Ocean Park Road, Wong Chuk Hang, HK",22.24727063,114.17165679,ClinicsHealthCentresundertheDepartmentofHealth
Harbour Building Dental Clinic,"9/F Harbour Building, 38 Pier Road, Hong Kong",22.28656915,114.15497964,ClinicsHealthCentresundertheDepartmentofHealth
Yau Ma Tei Orthodontic Clinic,"6/F, Yau ma tei Jockey Club Polyclinic, 145 Battery Street, Kowloon",22.309567,114.16921312,ClinicsHealthCentresundertheDepartmentofHealth
Harbour Building Orthodontic Clinic,"9/F Harbour Building, 38 Pier Road, Central District, HK",22.28658533,114.15502745,ClinicsHealthCentresundertheDepartmentofHealth
Ma On Shan Dental Clinic,"1/F, Ma On Shan Health Centre, 609 Sai Sha Road, Ma On Shan, New Territories",22.42508276,114.23490163,ClinicsHealthCentresundertheDepartmentofHealth
Ha Kwai Chung Government Dental Clinic,"1/F, Ha Kwai Chung Polyclinic 77 Lai Cho Road, Kwai Chung, New Territories",22.35240466,114.12804814,ClinicsHealthCentresundertheDepartmentofHealth
Wan Chai Dental Clinic,"2/F, 99 Kennedy Road Wan Chai, Hong Kong",22.27371018,114.17486,ClinicsHealthCentresundertheDepartmentofHealth
Madam Yung Fung Shee Dental Clinic,"2/F, Madam Yung Fung Shee Health Centre, 26 Sai Ching Street, Yuen Long, New Territories",22.44102824,114.02708501,ClinicsHealthCentresundertheDepartmentofHealth
Tung Chung Dental Clinic,"G/F, Tung Chung Health Centre, 6 Fu Tung Street, Tung Chung, New Territories",22.28856361,113.94312876,ClinicsHealthCentresundertheDepartmentofHealth
Tsuen Wan Government Offices Dental Clinic,"14/F, Tsuen Wan Government Offices, 38 Sai Lau Kok Road, Tsuen Wan, New Territories",22.37471498,114.11497039,ClinicsHealthCentresundertheDepartmentofHealth
Sheung Kwai Chung Prosthodontic Clinic,"1/F, Mrs. Wu York Yu Health Centre, 310 Wo Yi Hop Road,Lei Muk Shue, N.T",22.37619507,114.13670267,ClinicsHealthCentresundertheDepartmentofHealth
Sheung Kwai Chung Government Dental Clinic,"2/F, Mrs. Wu York Yu Health Centre, 310, Wo Yi Hop Road, Lei Muk Shue, N.T",22.37625696,114.13670685,ClinicsHealthCentresundertheDepartmentofHealth
Li Po Chun Dental Clinic,"2/F Li Po Chun Health Centre, 22 Arran Street, Tai Kwok Tsui, Kowloon",22.32274832,114.16609068,ClinicsHealthCentresundertheDepartmentofHealth
Yau Ma Tei Dental Clinic,"5/F, Yau Ma Tei Jockey Club Polyclinic,145 Battery Street, Yau Ma Tei, Kowloon",22.3095471,114.16924275,ClinicsHealthCentresundertheDepartmentofHealth
Kwun Tong Yung Fung Shee Dental Clinic,"G/F, Yung Fung Shee Memorial Centre,79 Cha KwoLing Road,Kwun Tong,Kowloon",22.3079338,114.22881931,ClinicsHealthCentresundertheDepartmentofHealth
Cheung Sha Wan Government Offices Dental Clinic,"3/F, West Kowloon Health Centre, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Sham Shui Po, Kowloon",22.33167207,114.16024315,ClinicsHealthCentresundertheDepartmentofHealth
Castle Peak Hospital Dental Clinic,"15 Tsing Chung Koon Road, Tuen Mun, New Territories",22.40952964,113.97148073,ClinicsHealthCentresundertheDepartmentofHealth
Chai Wan Government Dental Clinic,"1/F, Main Block, Pamela Youde Nethersole Eastern Hospital",22.26955629,114.23633152,ClinicsHealthCentresundertheDepartmentofHealth
Aberdeen Jockey Club Dental Clinic,"Basement, 10 Aberdeen Reservoir Road, Aberdeen, Hong Kong",22.24995295,114.15633694,ClinicsHealthCentresundertheDepartmentofHealth
