Name_EN,Address_EN,Latitude,Longitude,Facility_Type
Wan Chai Male Social Hygiene Clinic,"6/F, Tang Chi Ngong Specialist Clinic, 284 Queen's Road East, Wan Chai, Hong Kong",22.27524036,114.17818424,ClinicsHealthCentresundertheDepartmentofHealth
Wan Chai Male Social Hygiene Clinic (Dermatological Service),"6/F, Tang Chi Ngong Specialist Clinic, 284 Queen's Road East, Wan Chai, Hong Kong",22.27524036,114.17818424,ClinicsHealthCentresundertheDepartmentofHealth
Yau Ma Tei Female Social Hygiene Clinic,"3/F, Yau Ma Tei Jockey Club Polyclinic, 145 Battery Street, Yau Ma Tei, Kowloon",22.30961978,114.16926541,ClinicsHealthCentresundertheDepartmentofHealth
Yau Ma Tei Male Social Hygiene Clinic,"4/F, Yau Ma Tei Jockey Club Polyclinic, 145 Battery Street, Yau Ma Tei, Kowloon",22.30961978,114.16926541,ClinicsHealthCentresundertheDepartmentofHealth
Sai Ying Pun Dermatological Clinic,"3/F, Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Sai Ying Pun, Hong Kong",22.28643525,114.14503654,ClinicsHealthCentresundertheDepartmentofHealth
Chai Wan Social Hygiene Clinic (Male),"West Wing, LG5, Specialist Out-patient Block, Pamela Youde Nethersole Eastern Hospital, 3 Lok Man Road, Chai Wan, Hong Kong",22.26906114,114.23741789,ClinicsHealthCentresundertheDepartmentofHealth
Chai Wan Social Hygiene Clinic,"West Wing, LG5, Specialist Out-patient Block, Pamela Youde Nethersole Eastern Hospital, 3 Lok Man Road, Chai Wan, Hong Kong",22.26906114,114.23741789,ClinicsHealthCentresundertheDepartmentofHealth
Fanling Integrated Treatment Centre (Social Hygiene Service)(Male),"6/F, Fanling Health Centre, 2 Pik Fung Road, Fanling, New Territories",22.49654684,114.13878847,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun Social Hygiene Clinic,"5/F, Tuen Mun Eye Centre, 4 Tuen Lee Street, Tuen Mun, New Territories",22.39083718,113.97896615,ClinicsHealthCentresundertheDepartmentofHealth
Fanling Integrated Treatment Centre (Social Hygiene Service)(Female),"6/F, Fanling Health Centre, 2 Pik Fung Road, Fanling, New Territories",22.49654684,114.13878847,ClinicsHealthCentresundertheDepartmentofHealth
Yung Fung Shee Social Hygiene Clinic (Male),"4/F, Yung Fung Shee Memorial Centre, 79 Cha Kwo Ling Road, Kwun Tong, Kowloon",22.30773324,114.22886491,ClinicsHealthCentresundertheDepartmentofHealth
Yung Fung Shee Social Hygiene Clinic (Female),"4/F, Yung Fung Shee Memorial Centre, 79 Cha Kwo Ling Road, Kwun Tong, Kowloon",22.30773324,114.22886491,ClinicsHealthCentresundertheDepartmentofHealth
Yung Fung Shee Dermatological Clinic,"4/F, Yung Fung Shee Memorial Centre, 79 Cha Kwo Ling Road, Kwun Tong, Kowloon",22.30773324,114.22886491,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun Social Hygiene Clinic (Male),"5/F, Tuen Mun Eye Centre, 4 Tuen Lee Street, Tuen Mun, New Territories",22.39083718,113.97896615,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun Social Hygiene Clinic (Female),"5/F, Tuen Mun Eye Centre, 4 Tuen Lee Street, Tuen Mun, New Territories",22.39083718,113.97896615,ClinicsHealthCentresundertheDepartmentofHealth
Fanling Integrated Treatment Centre (Social Hygiene Service),"6/F, Fanling Health Centre, 2 Pik Fung Road, Fanling, New Territories",22.49654684,114.13878847,ClinicsHealthCentresundertheDepartmentofHealth
Cheung Sha Wan Dermatological Clinic,"3/F, West Kowloon Health Centre, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Sham Shui Po, Kowloon",22.33173503,114.16026599,ClinicsHealthCentresundertheDepartmentofHealth
Chai Wan Social Hygiene Clinic (Female),"West Wing, LG5, Specialist Out-patient Block, Pamela Youde Nethersole Eastern Hospital, 3 Lok Man Road, Chai Wan, Hong Kong",22.26906114,114.23741789,ClinicsHealthCentresundertheDepartmentofHealth
Western Special Assessment Centre,"9/F Rumsey Street Multi-storey Carpark Building, 2 Rumsey Street, Sheung Wan",22.28733976,114.15359504,ClinicsHealthCentresundertheDepartmentofHealth
Radiation Health Unit,"3/F, Sai Wan Ho Health Centre, 28 Tai Hong St., Sai Wan Ho, Hong Kong",22.28458931,114.22382019,ClinicsHealthCentresundertheDepartmentofHealth
Western Student Health Service Centre,"9/F Rumsey Street Multi-storey Carpark Building, 2 Rumsey Street, Sheung Wan",22.28733976,114.15359504,ClinicsHealthCentresundertheDepartmentofHealth
Lam Tin School Dental Clinic,"2/F, Lam Tin Polyclinic
99 Kai Tin Road, Lam Tin, Kowloon",22.31056736,114.23333042,ClinicsHealthCentresundertheDepartmentofHealth
Tai Po Elderly Health Centre,"G/F, Wong Siu Ching Clinic, 1 Plover Cove Lane, Tai Po, NT",22.45016181,114.16808228,ClinicsHealthCentresundertheDepartmentofHealth
Lam Tin Student Health Service Centre,"5/F Lam Tin Polyclinic, 99 Kai Tin Road, Kwun Tong",22.31056736,114.23333042,ClinicsHealthCentresundertheDepartmentofHealth
Lam Tin Special Assessment Centre,"5/F Lam Tin Polyclinic, 99 Kai Tin Road, Kwun Tong",22.31056736,114.23333042,ClinicsHealthCentresundertheDepartmentofHealth
Travel Health Centre (Hong Kong),"Room 26, 18/F, Wu Chung House, 213 Queen's Road East, Wan Chai, H.K.",22.27441853,114.17274093,ClinicsHealthCentresundertheDepartmentofHealth
Travel Health Centre (Kowloon),"1/F, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Kowloon",22.33173503,114.16026599,ClinicsHealthCentresundertheDepartmentofHealth
Sai Ying Pun Elderly Health Centre,"6/F, Sai Yin Pun Jockey Club Polyclinic, 134 Queen's Road West, Hong Kong",22.28643525,114.14503654,ClinicsHealthCentresundertheDepartmentofHealth
Red Ribbon Centre,"2nd Floor, Wang Tau Hom Jockey Club Clinic, 200 Junction Road East, Kowloon, Hong Kong, China",22.33911364,114.18537799,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun Student Health Service Centre,"1/F Tuen Mun Clinic, 11 Tsing Yin Street, Tuen Mun",22.39965593,113.97571003,ClinicsHealthCentresundertheDepartmentofHealth
Sai Kung Mona Fong Dental Clinic,"1/F, No. 23 Man Nin Street, Sai Kung,
N.T.",22.38165579,114.27215163,ClinicsHealthCentresundertheDepartmentofHealth
Yan Oi Dental Clinic,"2/F Yan Oi Polyclinic
6 Tuen Lee Street,
Tuen Mun, N.T.",22.3912257,113.97914039,ClinicsHealthCentresundertheDepartmentofHealth
Tai O Dental Clinic,"Tai O Jockey Club Clinic
103 Shek Tsai Po Street
Lantau Island",22.25572832,113.8579363,ClinicsHealthCentresundertheDepartmentofHealth
Tsz Wan Shan Wu York Yu Student Health Service Centre,"2/F Wu York Yu Health Centre, 55 Sheung Fung Street, Tsz Wan Shan",22.34691495,114.19749389,ClinicsHealthCentresundertheDepartmentofHealth
Tai Po Student Health Service Centre,"2/F Tai Po Jockey Club Clinic, 37 Ting Kok Road, Tai Po",22.45401767,114.1657698,ClinicsHealthCentresundertheDepartmentofHealth
Kowloon Bay Student Health Service Centre,"7/F Kowloon Bay Health Centre, 9 Kai Yan Street, Kowloon Bay",22.32862653,114.20710074,ClinicsHealthCentresundertheDepartmentofHealth
Sha Tin (Tai Wai) Methadone Clinic,"3 Man Lai Road, Tai Wai",22.37752063,114.18410832,ClinicsHealthCentresundertheDepartmentofHealth
Sai Kung Chest Clinic,"G/F, Mona Fong Clinic, Man Nin Street, Sai Kung, New Territories",22.38165579,114.27215163,ClinicsHealthCentresundertheDepartmentofHealth
Sai Ying Pun X-ray Survey Centre,"7/F. Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Hong Kong",22.28643525,114.14503654,ClinicsHealthCentresundertheDepartmentofHealth
Sai Ying Pun Chest Clinic,"Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Hong Kong",22.28643525,114.14503654,ClinicsHealthCentresundertheDepartmentofHealth
Lek Yuen Maternal & Child Health Centre,"2/F, Lek Yuen Health Centre, 9 Lek Yuen Street, Shatin.",22.38377826,114.19181873,ClinicsHealthCentresundertheDepartmentofHealth
Tseung Kwan O Po Ning Road Maternal & Child Health Centre,"1/F, Tseung Kwan O Po Ning Road Health Centre, 28 Po Ning Road, Tseung Kwan O.",22.31778511,114.26794439,ClinicsHealthCentresundertheDepartmentofHealth
West Kowloon Maternal & Child Health Centre,"2/F, West Kowloon Health Centre, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Sham Shui Po.",22.33173503,114.16026599,ClinicsHealthCentresundertheDepartmentofHealth
Lam Tin Maternal & Child Health Centre,"1/F, Lam Tin Polyclinic, 99 Kai Tin Road, Lam Tin.",22.31056736,114.23333042,ClinicsHealthCentresundertheDepartmentofHealth
Yan Oi Maternal & Child Health Centre,"1/F, Yan Oi Polyclinic, 6 Tuen Lee Street, Tuen Mun.",22.3912257,113.97914039,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun Wu Hong Maternal & Child Health Centre,"2/F, Tuen Mun Wu Hong Clinic, 2 Wu Hong Street, Tuen Mun.",22.37715012,113.96712969,ClinicsHealthCentresundertheDepartmentofHealth
Madam Yung Fung Shee Maternal & Child Health Centre,"1/F, Madam Yung Fung Shee Health Centre, 26 Sai Ching Street, Yuen Long.",22.44101701,114.02709778,ClinicsHealthCentresundertheDepartmentofHealth
Argyle Street Jockey Club School Dental Clinic 1/F,"1/F, Argyle Street Jockey Club School Dental Clinic, 147 J Argyle Street, Kowloon",22.32498085,114.18388235,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun School Dental Clinic,"16 Tsun Wen Road
Tuen Mun, NT",22.39969832,113.97350546,ClinicsHealthCentresundertheDepartmentofHealth
Kennedy Town Community Complex Dental Clinic,"10/F Kennedy Town Community Complex, 12 Rock Hill Street, Kennedy Town",22.28181668,114.12907554,ClinicsHealthCentresundertheDepartmentofHealth
Tai Po Wong Siu Ching Dental Clinic,"1 Po Wu Lane,
Tai Po, N.T.",22.45016181,114.16808228,ClinicsHealthCentresundertheDepartmentofHealth
Aberdeen Methadone Clinic,"10 Aberdeen Reservoir Road, Aberdeen",22.24995324,114.15633695,ClinicsHealthCentresundertheDepartmentofHealth
Shau Kei Wan Methadone Clinic,"8 Chai Wan Road, Shau Kei Wan",22.27648746,114.22833908,ClinicsHealthCentresundertheDepartmentofHealth
Tuen Mun Methadone Clinic,"11 Tsing Yin Street, Tuen Mun",22.39965593,113.97571003,ClinicsHealthCentresundertheDepartmentofHealth
Tai Po Methadone Clinic,"37 Ting Kok Road, Tai Po",22.45401767,114.1657698,ClinicsHealthCentresundertheDepartmentofHealth
Ngau Tau Kok Methadone Clinic,"60 Ting On Street, Ngau Tau Kok",22.31706524,114.21695934,ClinicsHealthCentresundertheDepartmentofHealth
Violet Peel Methadone Clinic,"2 O'Brien Road, Wanchai",22.27711148,114.17317845,ClinicsHealthCentresundertheDepartmentofHealth
Robert Black Methadone Clinic,"600 Prince Edward Road East, San Po Kong",22.33249336,114.19562805,ClinicsHealthCentresundertheDepartmentofHealth
Shek Wu Hui Methadone Clinic,"108 Jockey Club Road, Sheung Shui",22.50530378,114.12924213,ClinicsHealthCentresundertheDepartmentofHealth
Hung Hom Methadone Clinic,"22 Station Lane, Hung Hom",22.3081387,114.18559932,ClinicsHealthCentresundertheDepartmentofHealth
Fanling Health Centre Dental Clinic,"3/F, Fanling Health Centre, 2 Pik Fung Road, Fanling, N.T.",22.49654684,114.13878847,ClinicsHealthCentresundertheDepartmentofHealth
Tsuen Wan Dental Clinic,"213 Sha Tsui Road
Tsuen Wan, N.T.",22.37055568,114.1155394,ClinicsHealthCentresundertheDepartmentofHealth
Argyle Street Jockey Club School Dental Clinic 3/F,"3/F, Argyle Street Jockey Club School Dental Clinic, 147 J Argyle Street, Kowloon",22.32498085,114.18388235,ClinicsHealthCentresundertheDepartmentofHealth
Fanling School Dental Clinic,"2/F, Fanling Health Centre, 2 Pik Fung Road, Fanling, N.T.",22.49654684,114.13878847,ClinicsHealthCentresundertheDepartmentofHealth
Ha Kwai Chung School Dental Clinic,"1/F, Ha Kwai Chung Polyclinic
77 Lai Cho Road, Kwai Chung, NT",22.35242659,114.12801273,ClinicsHealthCentresundertheDepartmentofHealth
